title,date,month,year,day,Incident,Type,Location,Weather,Other Agencies,Diagnosis,Incident_Type,Incident_Cause,url,main_text,rescue_info,start_time,end_time,hrs,staff,location,total_hrs,Tagged
Scafell Pike ï¿½ï¿½ï¿½ Sat 11th Ju,11-Jun-05,6,2005,7,21 in 2005,Alert ï¿½ï¿½ï¿½ O,Scafell Pike,,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/alert-in-2005-11/,"Call from Workington Police regarding a father and son reported long overdue from Scafell Pike.  The informant(his wife) was in Milton Keynes but was expecting telephone contact ï¿½ï¿½ï¿½ which would certainly have been normal.  Theyï¿½ï¿½ï¿½d been on the summit at about 1.30pm and they should have been heading back to Seathwaite.The wife was very sensible and was happy that contacting MR didnï¿½ï¿½ï¿½t necessarily prompt a blue light reaction straight away.  She was therefore pleased to discuss potential issues and rationally decide how best to deal with the specific event.  We agreed to leave it until after YHA closing time at 11pm, then the WMRT Leader I spoke to the Keswick MRT Leader if a Keswick MR member could check for the car at Seathwaite.  They turned up at 11.20pmbefore anyone had actually rolled any wheels, so not getting logged as an incident.We think theyï¿½ï¿½ï¿½d gone into the wrong valley and had a big day out, having walked back over to Seathwaite.  i.e. theyï¿½ï¿½ï¿½d gone back to the hosthout stopping in pubs or to get food at that point. ", Incident started at 22:40. ,22:40,,,,,,
Wastwater Screes ï¿½ï¿½ï¿½ Sat 4th Ju,4-Jun-05,6,2005,7,20 in 2005,Callout ï¿½ï¿½ï¿,Wastwater Screes,,,,Callout,Lost,https://www.wmrt.org.uk/incidents/callout-18-in-2005/,"Call from Workington Police regarding two people reported to be stuck on the Scree path, informant at the WasdaleYHA Hostel.   The Team Leader rang the informant and found that the Hostel Manager had already set off in a Canadian canoe to attempt a pick up in that.  Rather than set a full team boat rescue into full swing the Team Leader decided to go to the Wasdale YHA and see what (if any) further action needed to be taken.  In the meantime, he also got three other team members manning Mill Forge Base and preparing our boat for action.  On arriving at the lake, it became apparent that the Hostel Manager had indeed reached the two stuck walkers and had got them on board his boat.  He was paddling back round the lake, keeping very close to the edge all the way round.  Conditions were flat calm but with spells of heavy rain.  The Team Leader stayed long enough to get details for the Police but Mill Forge was stood down.  The two were from the Manchester area.  One of them had experienced difficulty with slippery rocks and poor light, whilst the other had stayed with her to keep her company until help arrived.  Incident closed at about 11.30pm. Postscript ï¿½ï¿½ï¿½ last year there was an event when two people got picked up by one canoeist, who then capsized half way across the lake.  One of the two had a broken leg!  The Team Leader had thought at the time that it involved a singlekayak but the YHA Hostel manager told him more about that incident.  It seems that someone staying at the hostel had in fact borrowed one of their Canadians.  Heï¿½ï¿½ï¿½d picked up the two walkers but had them sat quiet upright and with a high centre of gravity, making the vessel unstable.  When they capsized the Hostel manager had been the one who then went out in another Canadian to get all three out of", Incident started at 21:45. ,21:45,,,,,,
Great Gable ï¿½ï¿½ï¿½ Tue 31st Ma,31-May-05,5,2005,3,19 in 2005,Callout ï¿½ï¿½ï¿½ O,Great Gable,,"['Cockermouth MRT', 'Keswick MRT', 'Lake District Mountain Rescue Search Dogs']",,Callout,Overdue,https://www.wmrt.org.uk/incidents/callout-17-in-2005/,"Call from one of the team members who lives at the Wasdale Head.  They had the wife of a man who was very late back from doing Great Gable.  Sheï¿½ï¿½ï¿½d last seen him part way up at about 12.30pm but there was also medical history that gave us cause for concern over his safety.  The Team Leader informed the Police and initiated a full team call out.  He also requested assistance from Keswick and Cockermouth MRTï¿½ï¿½ï¿½s and involved a number of SARDA dogs.  Two team members based at Wasdale Head set off ahead of the rest of the team to quickly cover his intended route and another team member who was is also based at the Wasdale Head looked after the informant.The two team members soon spotted the missing walker (a 54 yr old male) making his own way off the mountain.  They assisted him make the final stages of the descent and took him back to the Hotel, where he was subsequently taken to the West Cumberland Hospital for treatment ï¿½ï¿½ï¿½ heï¿½ï¿½ï¿½d probably broken bones in a hand, having had a tumble fas and most Wasdale stood down when he was seen to be making his own way down ï¿½ï¿½ï¿½ that was at 9.40pm.  Incident closed at 10.", Incident started at 18:00 and ended at 22:40 making 4.7 hrs in total. ,18:00,22:40,4.7,,,,
Scafell Pike ï¿½ï¿½ï¿½ Sun 29th Ma,29-May-05,5,2005,1,18 in 2005,Callout ï¿½ï¿½ï¿½ Injured & M,Scafell Pike,,,Leg Injury,Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/callout-16-in-2005/,The police called the team out to respond to a broken ankle on Scafell Pike.  A father and his 12 year old son were descending from Mickledore when the son went over on his ankle at the Woolworth boulder and could not put any weight on it.  The father called the police on his mobile phone.  The Team Leader was already descending the Pike and strangely enough was actually passing the father when he was calling the police.  He was unaware of the pending call until 5 minutes later when his own mobile went off.  He quickly made his way back up and stabilized the casualty while the rest of the team made their way up.   The boyï¿½ï¿½ï¿½s leg was put in an inflatable splint and he was stretchered back down to Brackenclose.  The father drove his son to Whitehaven Hospital for treatment.  There were around 15 team members on the rescue and the incident closed at around 7.00, Incident started at 14:46 and ended at 19:00 making 4.2 hrs in total. There were 15 Wasdale team members involved. Total rescuer hours: 63,14:46,19:00,4.2,15,,63,
Scafell Pike ï¿½ï¿½ï¿½ Sat 28th Ma,28-May-05,5,2005,7,17 in 2005,Alert ï¿½ï¿½ï¿½ O,Scafell Pike,,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/alert-in-2005-12/,"Police called the team regarding three very late three peakers. They had completed Ben Nevis earlier that weekend and had not returned from their ascent of Scafell Pike.  The weather conditions were extreme on top of the Pike with high winds, low cloud and rain showers.   After a good deal of telephone calls around local hotels they were eventually located safe and well.  Incident closed down and only noted for information rather than an official statistic. ", Incident started at 21:00. ,21:00,,,,,,['Three Peaks']
Eskdale ï¿½ï¿½ï¿½ Mon 9th Ma,9-May-05,5,2005,2,16 in 2005,Callout ï¿½ï¿½ï¿½ Injured & M,Eskdale,,,Leg Injury,Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/callout-15-in-2005/,A report came in just as the team were gathering for the regular Monday practice.  A lady had broken her wrist and had walked down off the fell and was by one of the farms in Eskdale.  Two team members were in attendance and the team doctor was dispatched from Gosforth to deal with the incident and transport her to Whitehaven Hospital.  Incident closed within the hour. , Incident started at 18:00 and ended at 19:00 making 1 hrs in total. There were 3 Wasdale team members involved. Total rescuer hours: 3,18:00,19:00,1,3,,3,
Scafell ï¿½ï¿½ï¿½ Sun 8th Ma,8-May-05,5,2005,1,15 in 2005,Alert ï¿½ï¿½ï¿½ O,Scafell,,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/alert-in-2005-13/,"Police reported two missing persons and informant at Wha House, Eskdale.  Two young lads (16 and 20 yrs old) left Eskdale at 3.00 pm to climb Scafell and then Scafell Pike.  Late setting off but with difficult ground potentially en route.  They turned up at about 10.50pm. The previous weekend the Team Leader  had another call regarding. missing persons on Scafell Pike.  They also turned up before much action could be taken. ", Incident started at 22:30. ,22:30,,,,,,
Great Gable ï¿½ï¿½ï¿½ Sat 7th Ma,7-May-05,5,2005,7,14 in 2005,Alert ï¿½ï,Great Gable,,,,Alert,,https://www.wmrt.org.uk/incidents/alert-in-2005-14/,Police called to pass on details of a woman whoï¿½ï¿½ï¿½d apparently seen a red flare on Great Gable.  Tried to ring back but no answer.  A check was made with the Keswick MRT leader to see if it was their team but it wasnï¿½ï¿½ï¿½t.   No further action was taken and nothing more reported.  In nearly 27 years of being involved in MR the Team Leader had never yet had a report of a flare which turned out to be anything p, Incident started at 22:45. ,22:45,,,,,,['flare']
Unknown Location ï¿½ï¿½ï¿½ Sat 30th Ap,30-Apr-05,4,2005,7,13 in 2005,Alert ï¿½ï¿½ï¿½ O,Unknown Location,,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/alert-in-2005-15/,The team committee were paged by Workington Police to assist with the search of missing walkers.  The Team leader responded to the call and while he was discussing the incident with the police a report came through that the missing people had turned up (10.40pm).  The incident was stood down before the team were called out.  As such it has not been reported as an incident but noted here for information only; to raise awareness of the workload on the leadership that doesnï¿½ï¿½ï¿½t always get repo, Incident started at 22:34. ,22:34,,,,,,
Scafell ï¿½ï¿½ï¿½ Fri 29th Ap,29-Apr-05,4,2005,6,12 in 2005,Callout ï¿½ï¿½ï¿½ O,Scafell,,,,Callout,Overdue,https://www.wmrt.org.uk/incidents/callout-14-in-2005/,"The team committee were paged by Whitehaven police regarding  a missing person on Scafell.  After a period of information gathering and waiting, the team leader called out the team at 10.30 pm to attend for a search.  Whilst the team were gathering and vehicles being dispatched, the missing person turned up safe and well.  The incident was stood down at 11.05 pm. ", Incident started at 22:04. ,22:04,,,,,,
Wastwater Screes ï¿½ï¿½ï¿½ Tue 26th Ap,26-Apr-05,4,2005,3,11 in 2005,Limited Callout ï¿½ï¿½ï¿½ Cr,Wastwater Screes,,,,Limited Callout,Cragfast,https://www.wmrt.org.uk/incidents/callout-13-in-2005/,The Team were called in by the police to rescue an elderly lady and her dog who were stuck on the Screes path opposite the road junction half way along the Lake.   A limited callout was put out on the pager system requesting the Boat Squad (group of 4 trained helmsmen/launchers).  The lady in her early seventies and her exhausted dog were located by a small advance group who had set off on foot from the Wastwater pump house whilst the rescue boat was launched. The lady and dog were transported back across the lake to waiting friends.  The incident was closed at around 9.30 pm and around 10 team members were involved including a Cumbria Constabulary police officer who attended on scene. , Incident started at 18:45 and ended at 21:30 making 2.8 hrs in total. There were 9 Wasdale team members involved. Total rescuer hours: 25,18:45,21:30,2.8,9,,25,['Boat']
"Broad Stand, Scafell ï¿½ï¿½ï¿½ Mon 25th Ap",25-Apr-05,4,2005,2,10 in 2005,Callout ï¿½ï,"Broad Stand, Scafell",,,,Callout,,https://www.wmrt.org.uk/incidents/callout-12-in-2005/,"The Team were called in by the police to respond to an informant on a mobile phone on the top of Scafell Pike who had seen a couple of walkers having difficulties descending Broad Stand. The informant reported that he had heard others walkers shouting up to them ï¿½ï¿½ï¿½stay where you are until the rescue team arrivesï¿½ï¿½ï¿½.  There were also mixed messages and it was possible that there was another group having difficulties on Botteral Slab, Scafell.  A group of three team members went up to investigate but nothing was seen or heard.  The team were unable to make contact with the informant.   A well intentioned fa", Incident started at 18:01. ,18:01,,,,,,['False Alarm']
Scafell ï¿½ï¿½ï¿½ Sat 16th Ap,16-Apr-05,4,2005,7,9 in 2005,Callout ï¿½ï¿½ï¿½ O,Scafell,,,,Callout,Overdue,https://www.wmrt.org.uk/incidents/callout-11-in-2005/,"The Team were called in by Workington Police to search for two missing male walkers in their early twenties who were described as vulnerable.  A party of nine had set off from Brotherilkeld with their leader to climb Scafell.  After reaching the summit, a navigational error put the group at the top of Broad Stand.  The leader had wisely decided not to descend but retrace his steps back up to the summit ridge.  Although mid April, the Lake District was experiencing pretty nasty winter conditions and there was fresh, snow on the ground above 2000 foot and cloud down to 1000 feet  Once the group were back on the ridge there was a dispute and two of them walked off and left the leader with a dilemma.  As a result the team were called in and search parties were sent in from both sides of Scafell.  Fortunately, two walkers descending, high on the flank of Scafell on the Wasdale side were seen by one team member, approached and quickly identified as the missing pair.  The two walkers were reassured and safely walked back down to the vehicles at Brackenclose and driven back to Gosforth to wait for their colleagues who were descending back to their vehicle in Eskdale.  When the Wasdale vehicles arrived back in Gosforth, one of the two missing walkers became very agitated and irrational and decided to head off into the surrounding countryside, quickly followed by a small group of team members.  They eventually caught up with the individual and the situation brought under control.  In order to bring the situation to a final safe conclusion, Police back up was requested.  After a bit of post rescue ï¿½ï¿½ï¿½sorting outï¿½ï¿½ï¿½, the incident was closed at around 10.00 pm.  There were approximately 20 team members involved in the rescue.  Grateful thanks to our local police for thei", Incident started at 18:01 and ended at 22:00 making 4 hrs in total. There were 20 Wasdale team members involved. Total rescuer hours: 80,18:01,22:00,4,20,,80,
Unknown Location ï¿½ï¿½ï¿½ Tue 12th Ap,12-Apr-05,4,2005,3,8 in 2005,Callout ï¿½ï,Crinkle Crags,,"['Kendal MRT', 'Langdale Ambleside MRT']",,Callout,,https://www.wmrt.org.uk/incidents/callout-10-in-2005/,"The Team were called in to assist the Langdale and Ambleside MRT and Kendal MRT searching for a lost and injured couple on Crinkle Crags.  The LAMRT had been searching since 6.30 pm and it wasnï¿½ï¿½ï¿½t until just after the Wasdale Team had deployed that the lost and slightly injured walkers were found.  The Wasdale Team grouped at Cockley Beck with the other rescue teams having parked up at the Three Shires Stone (top of Wrynose).  LAMRT took the decision to bring the female walker down into Mosedale rather than return to their parked vehicles.  Wasdale were tasked to meet up with LAMRT and Kendal MRT to provide fresh legs.  LAMRT and other teams had been out the previous night searching for, and eventually recovering the body of a fallen male walker on Red Screes (Kirkstone Pass) so help from Wasdale was appreciated.  The male walker and his injured partner, both in their late twenties were taken down to Cockley Beck, the lady by stretcher, and then the lady was transported back to Santon Bridge in the Teavehicle where they were both staying in holiday accommodation.  The incident was closed at around 1.30 am.  This was another well co-ordinated rescue involving three teams plus SARDA search dogs.  In all there were approximately 40 personnel on the hill.  ", Incident started at 20:40 and ended at 01:30 making 4.8 hrs in total. ,20:40,1:30,4.8,,,,
Broad Crag ï¿½ï¿½ï¿½ Mon 28th Ma,28-Mar-05,3,2005,2,7 in 2005,Callout ï¿½ï¿½ï¿½ Cr,Broad Crag,,,,Callout,Cragfast,https://www.wmrt.org.uk/incidents/callout-09-in-2005/,"The Team was paged by Workington to rescue a male walker in his late thirties who had become crag fast whilst descending Scafell Pike.  He was on a mobile phone and through a description of his location along with a grid reference, it placed in him the region of Dropping Crag on the northern side of the mountain.  He had been stuck there since mid afternoon.  Around 18 team members were involved, 10 on the mountain and the remainder in reserve.  The Dropping Crag area was thoroughly searched with no find.  Broad Crag was then searched which can sometimes be mistaken for Scafell Pike.  Further information was sought from the crag fast walker and eventually, by piecing it all together and getting further information from the police regarding two walkers who were watching a man waving for help, the man was found by one of the team members.  He was high on Broad Crag, north face and around 200 foot above the old plane crash site.  The weather was initially clear at his location but it then came in whilst we were lowering him down the crags and visibility reduced to 30 yards.  The ground was very steep, slippery and there were many loose boulders.  However, within a relatively short period he was back down onto safer ground and walked off to Brackenclose.  It was 9.30 pm when the team finally checked in at the Wasdale Head Hotel for rehydration.  The incident was stood down at around 10.00 pm.                                ", Incident started at 16:30 and ended at 22:00 making 5.5 hrs in total. There were 18 Wasdale team members involved. Total rescuer hours: 99,16:30,22:00,5.5,18,,99,
Upper Eskdale ï¿½ï¿½ï¿½ Sat 26th Ma,26-Mar-05,3,2005,7,6 in 2005,Limited Callout ï¿½ï¿½ï¿½ O,Upper Eskdale,,['Langdale Ambleside MRT'],,Limited Callout,Overdue,https://www.wmrt.org.uk/incidents/callout-08-in-2005/,"The Team Leader was called by the police to respond to a request for assistance regarding an overdue walker.  A group of three males had setoff from the New Dungeon Gill Hotel in Langdale to climb Scafell Pike and camp at Angle Tarn.  During the ascent one of the walkers was forced to turn back due to an old knee injury.  He was accompanied down by a second member of the party whilst the third member carried on up to climb Scafell Pike and return later.  By 8.00 pm the two walkers in the valley bottom became very concerned and called the police.  Wasdale TL consulted with Langdale Ambleside MRT (who were already on another callout) and eventually at 10.00 pm both teams agreed to mobilize.  Full team callout by Langdale and limited callout by Wasdale to check the Eskdale valley bottom only.  The conditions were mild and the missing walker was well equipped with a tent.  When the team had mustered at Gosforth and ready to leave, the walker turned up at 10.30 pm at the New Dungeon Gill Hotel, tired but safe and well.  The incident was stood down.  ", Incident started at 20:00 and ended at 10:30 making 14.5 hrs in total. ,20:00,10:30,14.5,,,,
"Scar Lathing, Upper Eskdale ï¿½ï¿½ï¿½ Sun 13th Ma",13-Mar-05,3,2005,1,5 in 2005,Callout ï¿½ï¿½ï¿½ Injured & M,"Scar Lathing, Upper Eskdale",,,Leg Injury,Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/callout-07-in-2005/,"The Team was paged by Workington police to attend a ï¿½ï¿½ï¿½999ï¿½ï¿½ï¿½ call from a male walker in his early thirties with a suspected broken ankle.  He and his colleague had been walking the previous day and on their descent he had slipped on the path at Scarlathing, approximately half way down the Eskdale valley, and a good hours walk from the road.  They had camping equipment so bedded down for the night and in the morning he could not walk.   Around 15 team members attended and he was stretchered off the hill back to Brotherikeld and taken to West Cumberland Hospital in a team vehicle.  The incident was closed at aro", Incident started at 07:15 and ended at 12:00 making 4.8 hrs in total. There were 15 Wasdale team members involved. Total rescuer hours: 72,7:15,12:00,4.8,15,,72,
"Broad Crag Col, Scafell Pike ï¿½ï¿½ï¿½ Mon 14th Fe",14-Feb-05,2,2005,2,4 in 2005,Alert ï¿½ï¿½ï¿½ Injured & M,"Broad Crag Col, Scafell Pike",,,Arm Injury,Alert,Injured & Medical,https://www.wmrt.org.uk/incidents/alert-in-2005-16/,"Not a callout with incident number but of general interest.  Three males in their twenties, from North Yorkshire, had been onto the summit of Scafell Pike .  Whilst descending, two of the three fell on steep ground having slipped on ice.  One fell 15 feet and sustained a nasty gash to his face, a broken arm and other deep cuts to his limbs.  The other got away with bruises and a twisted ankle.  Despite what were clearly very painful injuries they managed to make their own way to the National trust site at Wasdale Head.  Many people might have involved mountain rescue straight away.  The Team leader was actually in the area when they turned up and from what they said it would appear that they had been descending from Broad Crag Col which is a long walk out with a broken arm.  The Team leader splinted the arm and started bandaged the wounds before the ambulance arrived on scene.  The ambulance took them all the West Cumberland Hospital.  There had been no request from the police for assistance. ", Incident started at 16:00. ,16:00,,,,,,
Great Gable ï¿½ï¿½ï¿½ Sat 5th Fe,5-Feb-05,2,2005,7,3 in 2005,Callout ï¿½ï¿½ï¿½ Injured & M,Great Gable,,,Multiple Injuries,Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/callout-06-in-2005/,Call to the team leader from the police to respond to an injured walker who had taken a tumble fall on Great Gable.  The 70 year old male walker had fallen whilst descending towards the Wasdale side and fell approximately 300 feet down the steep scree slope of Little Hellgate.  The team tried to resuscitate the man who had sustained multiple injuries.  His body was stretchered off the mountain to Wasdale Head.  Around 20 team members were involved in the incident.   , Incident started at 14:55. There were 20 Wasdale team members involved.,14:55,,,20,,,
"Greta Gill, Scafell Pike ï¿½ï¿½ï¿½ Sun 23rd Ja",23-Jan-05,1,2005,1,2 in 2005,Callout ï¿½ï¿½ï¿½ Injured & M,"Greta Gill, Scafell Pike",,,Head Injury,Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/callout-05-in-2005/,"Call to the team leader from the Barn Door shop, Wasdale Head to report a 60 year old injured male walker on the corridor who had fallen into Greta Gill.  He had sustained a gashed head and other injuries.  The team were called out and the police notified that a rescue was in hand.  The injured walker had fallen approximately 15 foot after slipping on the ice whilst crossing the stream, directly at the top of the gill.  After the team had arrived on scene it was quickly decided to call a helicopter due to the nature of his injuries, the location, the potential for hypothermia and the difficulty of the carry down.  He had sustained fractured ribs, broken collarbone, gashed head, fractured ankle and compound fracture of his thumb.  He was airlifted to West Cumberland Hospital by RAF Sea King helicopter from RAF Boulmer in the north east.  There were 17 team members on the fell and the incident closed at 5.30 pm.                       ", Incident started at 13:30 and ended at 17:30 making 4 hrs in total. There were 17 Wasdale team members involved. Total rescuer hours: 68,13:30,17:30,4,17,,68,
Unknown Location ï¿½ï¿½ï¿½ Fri 21st Ja,21-Jan-05,1,2005,6,1 in 2005,Alert ï¿½ï¿½ï¿½ O,Unknown Location,,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/alert-in-2005-17/,Team leader called by the police to respond to a ï¿½ï¿½ï¿½999ï¿½ï¿½ï¿½ call for walkers overdue.  Whilst the team leader was gathering more information the missing persons turned up safe and well.  Incident , Incident started at 15:00. ,15:00,,,,,,
"Slight Side, Scafell ï¿½ï¿½ï¿½ Fri 31st De",31-Dec-04,12,2004,6,61 in 2004,Callout ï¿½ï¿½ï¿,"Slight Side, Scafell",,,,Callout,Lost,https://www.wmrt.org.uk/incidents/callout-04-in-2005/,"Call from Workington Police to rescue three walkers who had become stuck on Scafell.  The lady and two males, all in their 30ï¿½ï¿½ï¿½s had set off from Wasdale Head at 10.00 am that morning to walk Scafell.  They had climbed up to Mickledore ridge before descending via Cam Spout into upper Eskdale.  They then walked back to Wasdale via Sampsonï¿½ï¿½ï¿½s Stones and up over the shoulder of Slightside.  They eventually ran out of light on the western slopes of  Scafell and called for help on their mobile.  From the information available at the time, the focus of the search was the western slopes.  If this had proved unsuccessful the team would extend the search boundaries.  Fortunately the missing persons were located relatively quickly thanks to the efforts of Rosie, Stephen Walterï¿½ï¿½ï¿½s recently assessed Search Dog.  This is the second find in the past few weeks and a credit to Stephen and Rosie.  The missing group were walked safely off the mountain although great care was necessary crossing the swollen rshy ground in the region of Burnmoor tarn.  The group were back at the vehicles by 10.30 pm.  The owner of the Wasdale Head Inn invited the team back for Hogmany drinks and a good nosh up (many thanks Howard).  This was particularly appreciated as we had all missed out on the evenings drinking, eating and new yearï¿½ï¿½ï¿½s eve celebrations. As this was the last rescue of the year and also the last rescue that would be alerted on the old 02 pager system I thought it fitting to have a general news page with some pictures of the rescue see", Incident started at 17:16. ,17:16,,,,,,
Other Location ï¿½ï¿½ï¿½ Sat 25th De,25-Dec-04,12,2004,7,60 in 2004,Callout ï¿½ï¿½ï¿½ Injured & M,Other Location,,,Leg Injury,Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/callout-03-in-2005/,Call from the Police for the team to assists the ambulance service.  A female sledger in her early thirties had fallen off the sledge on Cold Fell and sustained a serious lower leg break.  The ambulance had been called but the crew were unable to get to the lady.  A group of around eight team members managed to get away from the festivities to provided assistance.  There were quite a few who would have been willing to attend but couldnï¿½ï¿½ï¿½t drive.  One team memberï¿½ï¿½ï¿½s car had slid off the road and down the back on sheet ice.  The team used the winch on the front of the Land rover to pull it back up the bank.  The rescue was completed and team members got back to their families for a quiet incident fr, Incident started at 15:56. There were 8 Wasdale team members involved.,15:56,,,8,,,
Crinkle Crags ï¿½ï¿½ï¿½ Fri 10th De,10-Dec-04,12,2004,6,59 in 2004,Alert ï¿½ï¿½ï¿,Crinkle Crags,,['Langdale Ambleside MRT'],,Alert,Lost,https://www.wmrt.org.uk/incidents/alert-in-2005-18/,"Call from Langdale Ambleside team (LAMRT) to provide radio support for a rescue they were carrying out in the Green Hole / Crinkle Crag area. This turned into a full callout to provide assistance for a group of eleven walkers who were in difficulty in the Green Hole area of Upper Eskdale.  Very shortly after the callout was made, the group in trouble were located by LAMRT and the Wasdale team were stood down ", Incident started at 15:00. ,15:00,,,,,,
Scafell Pike ï¿½ï¿½ï¿½ Tue 7th De,7-Dec-04,12,2004,3,58 in 2004,Callout ï¿½ï¿½ï¿,Scafell Pike,,,,Callout,Lost,https://www.wmrt.org.uk/incidents/callout-01-in-2005/,"Call from Workington Police at about 2.40 pm, regarding a single female walker who was apparently lost on Scafell Pike.  She had rung for assistance from her mobile phone and was probably parked in Langdale but thatï¿½ï¿½ï¿½s all we knew at that stage.  The Team Leader made attempts to call her mobile number but didnï¿½ï¿½ï¿½t get a proper conversation until about 3.15pm.  At that point, we were able to establish that she was on the summit and although she did have a map and compass, she was having difficulty navigating in very poor weather conditions.  Ten members of the Wasdale Team were deployed to provide assistance and she was duly located and escorted to Wasdale Head.  She turned out to be 28 yrs old and living in the London.  She was cold and wet but otherwise unhurt.  Weather conditions on the summit were truly appalling, with verystrong winds and driving, cold rain/sleet.  Visibility was down to only a couple of meters.She was taken back to our Base at Gosforth before getting a taxi to take her back  We were all back at Gosforth at about 8.00 pm. ", Incident started at 14:40 and ended at 20:00 making 5.3 hrs in total. There were 10 Wasdale team members involved. Total rescuer hours: 53,14:40,20:00,5.3,10,,53,
"Piers Gill, Scafell Pike ï¿½ï¿½ï¿½ Sun 14th No",14-Nov-04,11,2004,1,57 in 2004,Callout ï¿½ï¿½ï¿½ O,"Piers Gill, Scafell Pike",,"['Duddon & Furness MRT', 'Keswick MRT', 'Lake District Mountain Rescue Search Dogs']",,Callout,Overdue,https://www.wmrt.org.uk/incidents/callout-02-in-2005/,"Call from Workington Police regarding two overdue walkers. The two brothers from Barrow, 21 and 29 year old had set off from the green at Wasdale Head to climb Scafell Pike.  When they hadnï¿½ï¿½ï¿½t returned home the alarm was raised.  In addition to the Wasdale team, Keswick, SARDA dogs and Duddon Furness were involved in the search and subsequent rescue.  The two walkers had descended Scafell Pike via Lingmel Col and then taken a wrong turning down Pierï¿½ï¿½ï¿½s Gill itself which is a deep ravine, 300 foot deep and only 5 foot wide in places.  After descending all the waterfall pitches they eventually could go no further when they came to the top of the 60- foot waterfall pitch.  They were both wet through, mildly hypothermic and one had injured his leg when he fell on the last the last pitch.  They were stuck in the Gill for 13 hours and were rescued at around 4.00 am on the Monday morning.  The walker with the injured leg was taken to West Cumberland Hospital.  The rescue base was closed at 1.30 pm afte most exhausting rescues the team has undertaken in a long time.  The following article was written in the Whitehaven newsï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Walkers winched from Ravine ï¿½ï¿½ï¿½ A 15 hour mountain rescue operation was carried out in Wasdale after two walkers became stuck in a dangerous ravine.  The two men, from Barrow, had been reported overdue after setting out to do a walk at Scafell Pike and police found their car parked at Wasdale Head.  The alarm was raised at 10.00 pm on Sunday night and Wasdale Mountain Rescue Team were alerted.  Team Leader Julian Carradice said ï¿½ï¿½ï¿½We knew that they didnï¿½ï¿½ï¿½t have much in the way of emergency equipment so there was concern for their safetyï¿½ï¿½ï¿½.
Together with members from the Keswick Team and search dogs [SARDA Lakes] they set off on the initial search.  Eventually they found the walkersï¿½ï¿½ï¿½ light but they were stuck in a ravine called Piers Gill and it took  members until around 4.00 am to reach them because of the rocky and dangerous location.Id become lost and tried to follow a stream but had become stuck in a gulley which was only about 6 yards wide at the bottom but 300 feet high.  They had been stuck in the same place since 3.13 pm.  Long ropes were used to lower rescue members into the ravine, including a team doctor, and the men were winched up to safety.They were treated for mild hypothermia and one was found to have a knee injury which left him unable to walk.  A stretcher was then required to take him off the mountain and colleagues from the Duddon and Furness mountain rescue team came to help.  He was taken to the West Cumberland Hospital for treatment. Rescue members got home around 1.30 pm on Monday.   ", Incident started at 22:00 and ended at 13:30 making 15.5 hrs in total. ,22:00,13:30,15.5,,,,
